编号	顾客人数	到来时刻	等待用时	就餐时刻	就餐用时	离开时刻
001			1		11:03		0:00		11:03		0:05		11:08
002			6		11:06		0:00		11:06		0:17		11:23
003			2		11:08		0:00		11:08		0:17		11:25
004			5		11:09		0:00		11:09		0:26		11:35
005			5		11:13		0:00		11:13		0:16		11:29
006			2		11:16		0:00		11:16		0:14		11:30
007			1		11:18		0:00		11:18		0:30		11:48
008			3		11:18		0:00		11:18		0:11		11:29
009			4		11:19		0:00		11:19		0:18		11:37
010			3		11:20		0:00		11:20		0:10		11:30
011			4		11:20		0:00		11:20		0:17		11:37
012			6		11:25		0:00		11:25		0:17		11:42
013			1		11:27		0:00		11:27		0:05		11:32
014			8		11:28		0:00		11:28		0:06		11:34
015			8		11:29		0:00		11:29		0:15		11:44
016			1		11:30		0:00		11:30		0:24		11:54
017			8		11:30		0:00		11:30		0:05		11:35
018			1		11:35		0:00		11:35		0:30		12:05
019			6		11:39		0:00		11:39		0:22		12:01
020			1		11:42		0:00		11:42		0:15		11:57
021			1		11:46		0:00		11:46		0:21		12:07
022			2		11:46		0:00		11:46		0:28		12:14
023			8		11:52		0:00		11:52		0:27		12:19
024			7		11:55		0:00		11:55		0:20		12:15
025			6		11:57		0:00		11:57		0:16		12:13
026			7		12:08		0:00		12:08		0:25		12:33
027			1		12:09		0:00		12:09		0:07		12:16
028			6		12:11		0:00		12:11		0:22		12:33
029			8		12:11		0:00		12:11		0:19		12:30
030			2		12:13		0:00		12:13		0:26		12:39
031			6		12:13		0:00		12:13		0:13		12:26
032			3		12:18		0:00		12:18		0:09		12:27
033			2		12:20		0:00		12:20		0:12		12:32
034			6		12:24		0:00		12:24		0:16		12:40
035			3		12:28		0:00		12:28		0:25		12:53
036			3		12:31		0:00		12:31		0:29		13:00
037			3		12:33		0:00		12:33		0:16		12:49
038			5		12:34		0:00		12:34		0:30		13:04
039			1		12:35		0:00		12:35		0:21		12:56
040			5		12:36		0:00		12:36		0:15		12:51
041			2		12:37		0:00		12:37		0:29		13:06
042			1		12:39		0:00		12:39		0:29		13:08
043			4		12:41		0:00		12:41		0:27		13:08
044			6		12:46		0:00		12:46		0:09		12:55
045			1		12:48		0:00		12:48		0:23		13:11
046			3		12:50		0:00		12:50		0:19		13:09
047			5		12:50		0:00		12:50		0:14		13:04
048			3		12:53		0:00		12:53		0:05		12:58
049			3		12:54		0:00		12:54		0:27		13:21
050			6		12:55		0:00		12:55		0:07		13:02
051			8		12:55		0:00		12:55		0:12		13:07
052			1		12:56		0:00		12:56		0:15		13:11
053			4		12:56		0:00		12:56		0:27		13:23
054			7		12:56		0:00		12:56		0:29		13:25
055			1		12:57		0:00		12:57		0:26		13:23
056			8		12:59		0:00		12:59		0:24		13:23
057			7		13:00		0:00		13:00		0:24		13:24
058			2		13:02		0:00		13:02		0:11		13:13
059			6		13:03		0:00		13:03		0:22		13:25
060			7		13:03		0:00		13:03		0:11		13:14
061			7		13:05		0:02		13:07		0:09		13:16
062			2		13:06		0:00		13:06		0:26		13:32
063			5		13:07		0:00		13:07		0:15		13:22
064			2		13:12		0:00		13:12		0:19		13:31
065			7		13:13		0:01		13:14		0:25		13:39
066			8		13:16		0:00		13:16		0:27		13:43
067			6		13:20		0:00		13:20		0:13		13:33
068			8		13:20		0:03		13:23		0:24		13:47
069			4		13:21		0:00		13:21		0:06		13:27
070			6		13:21		0:01		13:22		0:17		13:39
071			8		13:22		0:02		13:24		0:09		13:33
072			8		13:23		0:02		13:25		0:28		13:53
073			6		13:30		0:00		13:30		0:26		13:56
074			2		13:31		0:00		13:31		0:14		13:45
075			8		13:34		0:00		13:34		0:25		13:59
076			7		13:35		0:04		13:39		0:20		13:59
077			8		13:35		0:08		13:43		0:07		13:50
078			4		13:36		0:00		13:36		0:22		13:58
079			5		13:36		0:00		13:36		0:06		13:42
080			8		13:38		0:09		13:47		0:09		13:56
081			7		13:39		0:11		13:50		0:11		14:01
082			1		13:47		0:00		13:47		0:22		14:09
083			5		13:51		0:00		13:51		0:25		14:16
084			7		13:51		0:02		13:53		0:11		14:04
085			8		13:53		0:03		13:56		0:15		14:11
086			6		13:55		0:00		13:55		0:08		14:03
087			6		13:59		0:00		13:59		0:25		14:24
088			3		14:01		0:00		14:01		0:22		14:23
089			7		14:01		0:00		14:01		0:08		14:09
090			8		14:01		0:00		14:01		0:18		14:19
091			5		14:05		0:00		14:05		0:26		14:31
092			4		14:07		0:00		14:07		0:29		14:36
093			3		14:08		0:00		14:08		0:14		14:22
094			7		14:09		0:00		14:09		0:21		14:30
095			3		14:10		0:00		14:10		0:08		14:18
096			7		14:10		0:00		14:10		0:09		14:19
097			5		14:21		0:00		14:21		0:07		14:28
098			8		14:26		0:00		14:26		0:08		14:34
099			8		14:29		0:00		14:29		0:23		14:52
100			7		14:33		0:00		14:33		0:12		14:45
101			1		14:36		0:00		14:36		0:13		14:49
102			6		14:36		0:00		14:36		0:11		14:47
103			6		14:37		0:00		14:37		0:06		14:43
104			2		14:41		0:00		14:41		0:06		14:47
105			3		14:45		0:00		14:45		0:27		15:12
106			1		14:50		0:00		14:50		0:24		15:14
107			3		14:54		0:00		14:54		0:17		15:11
108			4		14:54		0:00		14:54		0:16		15:10
109			1		14:55		0:00		14:55		0:29		15:24
110			4		14:57		0:00		14:57		0:21		15:18
111			1		14:58		0:00		14:58		0:13		15:11
112			5		14:58		0:00		14:58		0:28		15:26
113			5		14:59		0:00		14:59		0:07		15:06
114			8		15:02		0:00		15:02		0:13		15:15
115			3		15:06		0:00		15:06		0:13		15:19
116			5		15:07		0:00		15:07		0:26		15:33
117			1		15:09		0:00		15:09		0:24		15:33
118			2		15:10		0:00		15:10		0:05		15:15
119			2		15:12		0:00		15:12		0:22		15:34
120			5		15:13		0:00		15:13		0:11		15:24
121			7		15:13		0:00		15:13		0:30		15:43
122			2		15:14		0:00		15:14		0:30		15:44
123			7		15:14		0:00		15:14		0:29		15:43
124			4		15:19		0:00		15:19		0:28		15:47
125			2		15:20		0:00		15:20		0:15		15:35
126			4		15:24		0:00		15:24		0:09		15:33
127			5		15:25		0:00		15:25		0:19		15:44
128			8		15:28		0:00		15:28		0:20		15:48
129			2		15:29		0:00		15:29		0:05		15:34
130			6		15:35		0:00		15:35		0:27		16:02
131			2		15:36		0:00		15:36		0:13		15:49
132			6		15:36		0:00		15:36		0:28		16:04
133			6		15:38		0:00		15:38		0:30		16:08
134			8		15:39		0:00		15:39		0:30		16:09
135			1		15:43		0:00		15:43		0:17		16:00
136			8		15:44		0:00		15:44		0:11		15:55
137			4		15:45		0:00		15:45		0:17		16:02
138			4		15:48		0:00		15:48		0:26		16:14
139			5		15:49		0:00		15:49		0:21		16:10
140			5		15:51		0:00		15:51		0:28		16:19
141			2		15:55		0:00		15:55		0:23		16:18
142			5		15:57		0:00		15:57		0:26		16:23
143			8		16:01		0:00		16:01		0:21		16:22
144			2		16:02		0:00		16:02		0:07		16:09
145			7		16:02		0:00		16:02		0:17		16:19
146			5		16:04		0:00		16:04		0:16		16:20
147			1		16:05		0:00		16:05		0:29		16:34
148			8		16:05		0:04		16:09		0:05		16:14
149			4		16:08		0:00		16:08		0:06		16:14
150			7		16:08		0:06		16:14		0:26		16:40
151			4		16:09		0:00		16:09		0:06		16:15
152			7		16:10		0:09		16:19		0:15		16:34
153			3		16:11		0:00		16:11		0:17		16:28
154			2		16:12		0:00		16:12		0:20		16:32
155			3		16:14		0:00		16:14		0:20		16:34
156			4		16:15		0:00		16:15		0:12		16:27
157			8		16:15		0:04		16:19		0:06		16:25
158			2		16:17		0:00		16:17		0:21		16:38
159			1		16:19		0:00		16:19		0:22		16:41
160			8		16:23		0:00		16:23		0:12		16:35
161			7		16:24		0:00		16:24		0:18		16:42
162			2		16:29		0:00		16:29		0:25		16:54
163			4		16:29		0:00		16:29		0:24		16:53
164			5		16:31		0:00		16:31		0:12		16:43
165			7		16:39		0:00		16:39		0:06		16:45
166			6		16:41		0:00		16:41		0:05		16:46
167			4		16:42		0:00		16:42		0:23		17:05
168			2		16:46		0:00		16:46		0:23		17:09
169			6		16:49		0:00		16:49		0:21		17:10
170			6		16:49		0:00		16:49		0:21		17:10
171			7		16:51		0:00		16:51		0:12		17:03
172			5		16:54		0:00		16:54		0:21		17:15
173			1		17:03		0:00		17:03		0:06		17:09
174			2		17:03		0:00		17:03		0:12		17:15
175			8		17:07		0:00		17:07		0:26		17:33
176			6		17:11		0:00		17:11		0:12		17:23
177			4		17:16		0:00		17:16		0:28		17:44
178			4		17:17		0:00		17:17		0:29		17:46
179			2		17:19		0:00		17:19		0:22		17:41
180			7		17:29		0:00		17:29		0:12		17:41
181			1		17:31		0:00		17:31		0:17		17:48
182			2		17:31		0:00		17:31		0:22		17:53
183			4		17:31		0:00		17:31		0:06		17:37
184			5		17:33		0:00		17:33		0:06		17:39
185			3		17:38		0:00		17:38		0:27		18:05
186			2		17:40		0:00		17:40		0:09		17:49
187			7		17:41		0:00		17:41		0:16		17:57
188			1		17:46		0:00		17:46		0:11		17:57
189			4		17:47		0:00		17:47		0:30		18:17
190			3		17:48		0:00		17:48		0:09		17:57
191			7		17:48		0:00		17:48		0:18		18:06
192			8		17:49		0:00		17:49		0:10		17:59
193			6		17:51		0:00		17:51		0:27		18:18
194			5		17:52		0:00		17:52		0:11		18:03
195			2		17:54		0:00		17:54		0:14		18:08
196			6		17:54		0:00		17:54		0:18		18:12
197			3		17:59		0:00		17:59		0:12		18:11
